Reference_Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
Reference_JQ340774	Enchivirus Enc34	Enchivirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT321316	Fengtaivirus Axp2	Fengtaivirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW269554	Gediminasvirus AchV4	Gediminasvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN184886	Gwanakrovirus SNUABM08	Gwanakrovirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT330372	Jacunavirus JC01	Jacunavirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW145139	Kokobelvirus kokobel1	Kokobelvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN604053	Lavrentieva E21	Lavrentievavirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG030346	Lavrentieva PM87	Lavrentievavirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KP063118	Lavrentieva pPM01	Lavrentievavirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN536026	Maxdohrnvirus SS2019XI	Maxdohrnvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY357582	Burkholderia virus BcepNazgul	Nazgulvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN692199	Newforgelanevirus MA12	Newforgelanevirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN478374	Phobosvirus phobos	Phobosvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY971609	Phobosvirus PspYZU01	Phobosvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT675124	Redjacvirus piberecoleta	Redjacvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX296113	Redjacvirus redjac	Redjacvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT675125	Redjacvirus stilesk	Redjacvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR743524	Salvovirus bacata	Salvovirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF626668	Salvovirus salvo	Salvovirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF626665	Xylella virus Sano	Sanovirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF476925	Seodaemunguvirus YMC16-01N133	Seodaemunguvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY249644	Sessunavirus SESS1	Sessunavirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN317029	Sharonstreetvirus A18P4	Sharonstreetvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT952005	Sharonstreetvirus BUCT551	Sharonstreetvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK838113	Sharonstreetvirus LAh7	Sharonstreetvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF415410	Yonseivirus N137	Yonseivirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH817999	Yonseivirus seifer	Yonseivirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN106244	Yonseivirus soft	Yonseivirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LC553736	Zhonglingvirus SAP012	Zhonglingvirus	NA	Casjensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN850594	Carltongylesvirus flopper	Carltongylesvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EF460875	Carltongylesvirus GJ1	Carltongylesvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN045229	Carltongylesvirus mangalitsa	Carltongylesvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF044458	Carltongylesvirus ST32	Carltongylesvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH191398	Faunusvirus faunus	Faunusvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT230534	Loessnervirus SSEM1	Loessnervirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ728264	Loessnervirus Y2	Loessnervirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN098326	Myducvirus myduc	Myducvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN136198	Sabourvirus sv4HA13	Sabourvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF534715	Suwonvirus PM1	Suwonvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY087898	Suwonvirus PP101	Suwonvirus	Cleopatravirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ858521	Pahsextavirus pAh6C	Pahsextavirus	Nefertitivirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ002054	Yushanvirus Spp001	Yushanvirus	Nefertitivirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY709296	Yushanvirus SppYZU05	Yushanvirus	Nefertitivirinae	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_OM810291	Shantouvirus ZPAH14	Shantouvirus	NA	Chaseviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG649966	Cetovirus ceto	Cetovirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY883654	Jesfedecavirus JSF10	Jesfedecavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY883655	Jesfedecavirus JSF12	Jesfedecavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KP280063	Jesfedecavirus phi3	Jesfedecavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK796244	Thalassavirus achelous	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT460514	Thalassavirus AG74	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT460517	Thalassavirus athena	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN958086	Thalassavirus bennett	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK895508	Thalassavirus brizo	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN966732	Thalassavirus chester	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT460515	Thalassavirus cody	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW344054	Thalassavirus gary	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK907780	Thalassavirus pontus	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT460516	Thalassavirus quinn	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT448617	Thalassavirus river4	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG649967	Thalassavirus thalassa	Thalassavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JQ340389	Vipunavirus pVp1	Vipunavirus	Ermolyevavirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU927497	Epseptimavirus 100268sal2	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX017521	Epseptimavirus 118970sal2	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074466	Epseptimavirus atrejo	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074459	Epseptimavirus bastian	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074449	Epseptimavirus bombadil	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_CP000917	Epseptimavirus EPS7	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN197465	Epseptimavirus ev23	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN379739	Epseptimavirus ev119	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK370036	Epseptimavirus ev123	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN218191	Epseptimavirus ev129	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK393882	Epseptimavirus ev329	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074450	Epseptimavirus faergetype	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074458	Epseptimavirus fuchur	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF681663	Epseptimavirus LVR16A	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR027389	Epseptimavirus mar003J3	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074465	Epseptimavirus oselot	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN187969	Epseptimavirus OSYSTA	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HE956708	Epseptimavirus R201	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_OL800604	Epseptimavirus RN29	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074457	Epseptimavirus rokbiter	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370366	Epseptimavirus S113	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370367	Epseptimavirus S114	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370369	Epseptimavirus S116	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370375	Epseptimavirus S124	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370376	Epseptimavirus S126	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370379	Epseptimavirus S132	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370380	Epseptimavirus S133	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370386	Epseptimavirus S147	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF431737	Epseptimavirus saus132	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK947459	Epseptimavirus SB13	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK972707	Epseptimavirus SE24	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK050846	Epseptimavirus seafire	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK728825	Epseptimavirus sepoy	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF001363	Epseptimavirus SH9	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK005300	Epseptimavirus STG2	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KM236244	Epseptimavirus stitch	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH631454	Epseptimavirus Sw2	Epseptimavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ665011	Tequintavirus AKFV33	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KR422353	Tequintavirus APCEc03	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AJ604530	Tequintavirus BF23	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF431730	Tequintavirus chee24	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KM979355	Tequintavirus DT5712	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KM979354	Tequintavirus DT57C	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ190157	Tequintavirus FFH1	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH745368	Tequintavirus fp01	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH203051	Tequintavirus gostya9	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AC171169	Tequintavirus H8	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK373796	Tequintavirus HdH2	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN956514	Tequintavirus L6jm	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY677846	Tequintavirus LLS	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR027384	Tequintavirus mar004NP2	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN970211	Tequintavirus NBEco001	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN994496	Tequintavirus NBEco002	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN994502	Tequintavirus NBSal003	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN994504	Tequintavirus NBSal005	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KR233164	Tequintavirus NR01	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074448	Tequintavirus oldekolle	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF402939	Tequintavirus OSYSP	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370378	Tequintavirus S131	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK972715	Tequintavirus SE11	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KP143763	Tequintavirus shivani	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX130863	Tequintavirus SHSML45	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LN887948	Tequintavirus slur09	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY114934	Tequintavirus SP01	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG387042	Tequintavirus SP3	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AP019559	Tequintavirus SP15	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ406778	Tequintavirus SPC35	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY963424	Tequintavirus SSP1	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY543070	Tequintavirus T5	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN026741	Tequintavirus Th1	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN316588	Tequintavirus VEc33	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN022787	Tequintavirus VSe12	Tequintavirus	Markadamsvirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF979564	Hongcheonvirus DUPPV	Hongcheonvirus	Mccorquodalevirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX195166	Myunavirus My1	Myunavirus	Mccorquodalevirinae	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG030347	Novosibvirus PM135	Novosibvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH830339	Novosibvirus stubb	Novosibvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH645904	Pogseptimavirus PG07	Pogseptimavirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH925094	Pogseptimavirus VspSw1	Pogseptimavirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY363465	Priunavirus PR1	Priunavirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW057857	Priunavirus PSTCR5	Priunavirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG676224	Shenzhenvirus AhSzq1	Shenzhenvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG676225	Shenzhenvirus AhSzw1	Shenzhenvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX845404	Sugarlandvirus IME260	Sugarlandvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG459987	Sugarlandvirus sugarland	Sugarlandvirus	NA	Demerecviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK372342	Christensenvirus IME542	Christensenvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN986845	Guelphvirus ACGM12	Guelphvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY398841	Guelphvirus EC3a	Guelphvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG050172	Loudonvirus DTL	Loudonvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX130960	Rtpvirus IME253	Rtpvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AM156909	Rtpvirus Rtp	Rtpvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK907226	Veterinaerplatzvirus vv12210I	Veterinaerplatzvirus	Braunvirinae	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
